ccaa,complete_80,pop_80,perc_80,complete_70,pop_70,perc_70,complete_60,perc_60,complete_50,pop_50,perc_50,complete_25,pop_25,perc_25,complete_18,pop_18,perc_18,complete_16,pop_16,perc_16,complete_total,pop_total,perc_total,fecha
"Melilla","1.742","2.349","74,2%","2.710","7.827","72,3%","1.420","18,1%","631","11.299","5,6%","944","30.095","3,1%","78","8.536","0,9%","6","2.324","0,3%","7.531","66.178","11,4%","2021-05-16T22:00:00.000Z"
"Melilla","1.751","2.349","74,5%","2.718","7.827","72,5%","1.427","18,2%","635","11.299","5,6%","957","30.095","3,2%","84","8.536","1,0%","6","2.324","0,3%","7.578","66.178","11,5%","2021-05-17T22:00:00.000Z"
"Melilla","1.759","2.349","74,9%","2.721","7.827","72,6%","1.434","18,3%","640","11.299","5,7%","968","30.095","3,2%","88","8.536","1,0%","6","2.324","0,3%","7.616","66.178","11,5%","2021-05-18T22:00:00.000Z"
"Melilla","1.776","2.349","75,6%","2.772","7.827","74,0%","1.454","18,6%","645","11.299","5,7%","972","30.095","3,2%","88","8.536","1,0%","6","2.324","0,3%","7.713","66.178","11,7%","2021-05-19T22:00:00.000Z"
"Melilla","1.776","2.349","75,6%","2.772","7.827","74,0%","1.454","18,6%","645","11.299","5,7%","972","30.095","3,2%","88","8.536","1,0%","6","2.324","0,3%","7.713","66.178","11,7%","2021-05-20T22:00:00.000Z"
"Melilla","1.788","2.349","76,1%","2.779","7.827","74,1%","1.733","22,1%","651","11.299","5,8%","976","30.095","3,2%","88","8.536","1,0%","6","2.324","0,3%","8.021","66.178","12,1%","2021-05-23T22:00:00.000Z"
"Melilla","1.789","2.349","76,2%","2.781","7.827","74,2%","1.910","24,4%","682","11.299","6,0%","977","30.095","3,2%","88","8.536","1,0%","6","2.324","0,3%","8.233","66.178","12,4%","2021-05-24T22:00:00.000Z"
"Melilla","1.792","2.349","76,3%","2.807","7.827","74,9%","1.921","24,5%","688","11.299","6,1%","1.002","30.095","3,3%","89","8.536","1,0%","6","2.324","0,3%","8.305","66.178","12,5%","2021-05-25T22:00:00.000Z"
"Melilla","1.799","2.349","76,6%","2.814","7.827","75,1%","1.983","25,3%","1.054","11.299","9,3%","1.704","30.095","5,7%","101","8.536","1,2%","6","2.324","0,3%","9.461","66.178","14,3%","2021-05-26T22:00:00.000Z"
"Melilla","1.803","2.349","76,8%","2.814","7.827","75,1%","2.006","25,6%","1.506","11.299","13,3%","2.479","30.095","8,2%","119","8.536","1,4%","6","2.324","0,3%","10.733","66.178","16,2%","2021-05-27T22:00:00.000Z"
"Melilla","1.803","2.349","76,8%","2.824","7.827","75,3%","2.029","25,9%","1.771","11.299","15,7%","2.816","30.095","9,4%","179","8.536","2,1%","6","2.324","0,3%","11.428","66.178","17,3%","2021-05-30T22:00:00.000Z"
"Melilla","1.803","2.349","76,8%","2.824","7.827","75,3%","2.031","25,9%","1.775","11.299","15,7%","2.824","30.095","9,4%","180","8.536","2,1%","6","2.324","0,3%","11.443","66.178","17,3%","2021-05-31T22:00:00.000Z"
"Melilla","1.810","2.349","77,1%","2.849","7.827","76,0%","2.039","26,1%","1.798","11.299","15,9%","2.854","30.095","9,5%","184","8.536","2,2%","6","2.324","0,3%","11.540","66.178","17,4%","2021-06-01T22:00:00.000Z"
"Melilla","1.812","2.349","77,1%","2.858","7.827","76,3%","2.109","26,9%","2.544","11.299","22,5%","3.154","30.095","10,5%","208","8.536","2,4%","6","2.324","0,3%","12.691","66.178","19,2%","2021-06-02T22:00:00.000Z"
"Melilla","1.920","81,7%","3.120","83,2%","71,1%","78,5%","8.037","7.462","62,2%","2.005","11,1%","315","3,7%","7","0,3%","29.013","66.178","43,8%",,,,,,"2021-06-03T22:00:00.000Z"
"Fuerzas Armadas","0","-","-","4","-","-","430","-","1.018","-","-","3.405","-","-","134","-","-","0","-","-","4.991","-","-","2021-03-30T22:00:00.000Z"
"Fuerzas Armadas","0","-","-","4","-","-","430","-","1.018","-","-","3.405","-","-","134","-","-","0","-","-","4.991","-","-","2021-03-31T22:00:00.000Z"
"Fuerzas Armadas","0","-","-","4","-","-","430","-","1.018","-","-","3.406","-","-","134","-","-","0","-","-","4.992","-","-","2021-04-02T22:00:00.000Z"
"Fuerzas Armadas","0","-","-","4","-","-","430","-","1.020","-","-","3.411","-","-","134","-","-","0","-","-","4.999","-","-","2021-04-04T22:00:00.000Z"
"Fuerzas Armadas","0","-","-","4","-","-","431","-","1.026","-","-","3.432","-","-","134","-","-","0","-","-","5.027","-","-","2021-04-05T22:00:00.000Z"
"Fuerzas Armadas","0","-","-","4","-","-","431","-","1.026","-","-","3.437","-","-","134","-","-","0","-","-","5.032","-","-","2021-04-06T22:00:00.000Z"
"Fuerzas Armadas","1","-","-","4","-","-","455","-","1.060","-","-","3.592","-","-","142","-","-","0","-","-","5.254","-","-","2021-04-07T22:00:00.000Z"
"Fuerzas Armadas","0","-","-","4","-","-","459","-","1.075","-","-","3.616","-","-","142","-","-","0","-","-","5.296","-","-","2021-04-08T22:00:00.000Z"
"Fuerzas Armadas","1","-","-","4","-","-","471","-","1.080","-","-","3.627","-","-","142","-","-","0","-","-","5.325","-","-","2021-04-11T22:00:00.000Z"
"Fuerzas Armadas","1","-","-","4","-","-","470","-","1.079","-","-","3.622","-","-","142","-","-","0","-","-","5.318","-","-","2021-04-12T22:00:00.000Z"
"Fuerzas Armadas","1","-","-","4","-","-","471","-","1.083","-","-","3.631","-","-","142","-","-","0","-","-","5.332","-","-","2021-04-13T22:00:00.000Z"
"Fuerzas Armadas","1","-","-","4","-","-","475","-","1.090","-","-","3.698","-","-","144","-","-","0","-","-","5.412","-","-","2021-04-14T22:00:00.000Z"
"Fuerzas Armadas","1","-","-","4","-","-","501","-","1.129","-","-","3.713","-","-","147","-","-","0","-","-","5.495","-","-","2021-04-15T22:00:00.000Z"
"Fuerzas Armadas","1","-","-","4","-","-","533","-","1.156","-","-","3.739","-","-","148","-","-","0","-","-","5.581","-","-","2021-04-18T22:00:00.000Z"
"Fuerzas Armadas","1","-","-","4","-","-","535","-","1.159","-","-","3.740","-","-","148","-","-","0","-","-","5.587","-","-","2021-04-19T22:00:00.000Z"
"Fuerzas Armadas","1","-","-","4","-","-","549","-","1.182","-","-","3.751","-","-","148","-","-","0","-","-","5.635","-","-","2021-04-20T22:00:00.000Z"
"Fuerzas Armadas","1","-","-","4","-","-","548","-","1.200","-","-","3.917","-","-","181","-","-","0","-","-","5.851","-","-","2021-04-21T22:00:00.000Z"
"Fuerzas Armadas","1","-","-","4","-","-","548","-","1.199","-","-","3.916","-","-","181","-","-","0","-","-","5.849","-","-","2021-04-22T22:00:00.000Z"
"Fuerzas Armadas","1","-","-","4","-","-","548","-","1.197","-","-","3.918","-","-","181","-","-","0","-","-","5.849","-","-","2021-04-25T22:00:00.000Z"
"Fuerzas Armadas","1","-","-","4","-","-","548","-","1.199","-","-","3.920","-","-","181","-","-","0","-","-","5.853","-","-","2021-04-26T22:00:00.000Z"
"Fuerzas Armadas","1","-","-","4","-","-","548","-","1.199","-","-","3.920","-","-","181","-","-","0","-","-","5.853","-","-","2021-04-27T22:00:00.000Z"
"Fuerzas Armadas","1","-","-","4","-","-","549","-","1.207","-","-","3.983","-","-","186","-","-","0","-","-","5.930","-","-","2021-04-28T22:00:00.000Z"
"Fuerzas Armadas","2","-","-","4","-","-","576","-","1.426","-","-","5.702","-","-","426","-","-","0","-","-","8.136","-","-","2021-04-29T22:00:00.000Z"
"Fuerzas Armadas","2","-","-","4","-","-","576","-","1.426","-","-","5.702","-","-","426","-","-","0","-","-","8.136","-","-","2021-05-02T22:00:00.000Z"
"Fuerzas Armadas","3","-","-","4","-","-","611","-","1.577","-","-","6.560","-","-","510","-","-","0","-","-","9.265","-","-","2021-05-03T22:00:00.000Z"
"Fuerzas Armadas","3","-","-","4","-","-","612","-","1.581","-","-","6.566","-","-","511","-","-","0","-","-","9.277","-","-","2021-05-04T22:00:00.000Z"
"Fuerzas Armadas","3","-","-","4","-","-","614","-","1.607","-","-","6.648","-","-","514","-","-","0","-","-","9.390","-","-","2021-05-05T22:00:00.000Z"
"Fuerzas Armadas","3","-","-","4","-","-","614","-","1.613","-","-","6.658","-","-","515","-","-","0","-","-","9.407","-","-","2021-05-06T22:00:00.000Z"
"Fuerzas Armadas","3","-","-","4","-","-","615","-","1.624","-","-","6.712","-","-","517","-","-","0","-","-","9.475","-","-","2021-05-09T22:00:00.000Z"
"Fuerzas Armadas","3","-","-","4","-","-","617","-","1.624","-","-","6.719","-","-","518","-","-","0","-","-","9.485","-","-","2021-05-10T22:00:00.000Z"
"Fuerzas Armadas","3","-","-","4","-","-","619","-","1.630","-","-","6.730","-","-","518","-","-","0","-","-","9.504","-","-","2021-05-11T22:00:00.000Z"
"Fuerzas Armadas","3","-","-","4","-","-","621","-","1.639","-","-","6.744","-","-","519","-","-","0","-","-","9.530","-","-","2021-05-12T22:00:00.000Z"
"Fuerzas Armadas","3","-","-","4","-","-","623","-","1.644","-","-","6.755","-","-","519","-","-","0","-","-","9.548","-","-","2021-05-13T22:00:00.000Z"
"Fuerzas Armadas","3","-","-","4","-","-","623","-","1.648","-","-","6.760","-","-","519","-","-","0","-","-","9.557","-","-","2021-05-16T22:00:00.000Z"
"Fuerzas Armadas","3","-","-","4","-","-","625","-","1.649","-","-","6.770","-","-","519","-","-","0","-","-","9.570","-","-","2021-05-17T22:00:00.000Z"
"Fuerzas Armadas","3","-","-","4","-","-","625","-","1.649","-","-","6.770","-","-","519","-","-","0","-","-","9.570","-","-","2021-05-18T22:00:00.000Z"
"Fuerzas Armadas","3","-","-","4","-","-","625","-","1.650","-","-","6.783","-","-","521","-","-","0","-","-","9.586","-","-","2021-05-19T22:00:00.000Z"
"Fuerzas Armadas","3","-","-","4","-","-","625","-","1.651","-","-","6.784","-","-","521","-","-","0","-","-","9.588","-","-","2021-05-20T22:00:00.000Z"
"Fuerzas Armadas","3","-","-","4","-","-","626","-","1.675","-","-","7.186","-","-","570","-","-","0","-","-","10.064","-","-","2021-05-23T22:00:00.000Z"
"Fuerzas Armadas","4","-","-","4","-","-","628","-","1.685","-","-","7.381","-","-","580","-","-","0","-","-","10.282","-","-","2021-05-24T22:00:00.000Z"
"Fuerzas Armadas","4","-","-","4","-","-","628","-","1.696","-","-","7.609","-","-","581","-","-","0","-","-","10.522","-","-","2021-05-25T22:00:00.000Z"
"Fuerzas Armadas","4","-","-","4","-","-","628","-","1.709","-","-","7.795","-","-","592","-","-","0","-","-","10.732","-","-","2021-05-26T22:00:00.000Z"
"Fuerzas Armadas","4","-","-","4","-","-","629","-","1.725","-","-","8.053","-","-","631","-","-","0","-","-","11.046","-","-","2021-05-27T22:00:00.000Z"
"Fuerzas Armadas","4","-","-","5","-","-","631","-","1.748","-","-","8.417","-","-","685","-","-","0","-","-","11.490","-","-","2021-05-30T22:00:00.000Z"
"Fuerzas Armadas","5","-","-","5","-","-","632","-","1.761","-","-","8.678","-","-","690","-","-","0","-","-","11.771","-","-","2021-05-31T22:00:00.000Z"
"Fuerzas Armadas","5","-","-","6","-","-","632","-","1.782","-","-","8.859","-","-","696","-","-","0","-","-","11.980","-","-","2021-06-01T22:00:00.000Z"
"Fuerzas Armadas","7","-","-","6","-","-","635","-","1.851","-","-","9.641","-","-","721","-","-","0","-","-","12.861","-","-","2021-06-02T22:00:00.000Z"
"Fuerzas Armadas","29","-","13","-","-","-","8.384","17.740","-","34.159","-","8.097","-","13","-","71.719","-","-",,,,,,"2021-06-03T22:00:00.000Z"
"Total España","1.140.442","2.834.024","40,2%","104.798","5.336.986","2,6%","256.588","4,8%","407.083","7.033.306","5,8%","743.757","16.706.113","4,5%","67.631","3.310.299","2,0%","785","949.049","0,1%","2.721.084","40.129.822","6,8%","2021-03-30T22:00:00.000Z"
"Total España","1.205.441","2.834.024","42,5%","108.782","5.336.986","2,7%","258.729","4,8%","408.888","7.033.306","5,8%","746.353","16.706.113","4,5%","68.024","3.310.299","2,1%","798","949.049","0,1%","2.797.015","40.129.822","7,0%","2021-03-31T22:00:00.000Z"
"Total España","1.245.988","2.834.024","44,0%","109.733","5.336.986","2,8%","259.473","4,9%","409.642","7.033.306","5,8%","747.364","16.706.113","4,5%","68.143","3.310.299","2,1%","805","949.049","0,1%","2.841.148","40.129.822","7,1%","2021-04-02T22:00:00.000Z"
"Total España","1.253.462","2.834.024","44,2%","111.076","5.336.986","2,8%","260.659","4,9%","410.374","7.033.306","5,8%","748.165","16.706.113","4,5%","68.260","3.310.299","2,1%","810","949.049","0,1%","2.852.806","40.129.822","7,1%","2021-04-04T22:00:00.000Z"
"Total España","1.294.524","2.834.024","45,7%","112.217","5.336.986","2,8%","262.529","4,9%","412.325","7.033.306","5,9%","751.289","16.706.113","4,5%","68.595","3.310.299","2,1%","812","949.049","0,1%","2.902.291","40.129.822","7,2%","2021-04-05T22:00:00.000Z"
"Total España","1.327.953","2.834.024","46,9%","113.303","5.336.986","2,9%","263.761","4,9%","413.559","7.033.306","5,9%","753.458","16.706.113","4,5%","68.974","3.310.299","2,1%","823","949.049","0,1%","2.941.831","40.129.822","7,3%","2021-04-06T22:00:00.000Z"
"Total España","1.393.873","2.834.024","49,2%","115.878","5.336.986","2,9%","266.383","5,0%","416.232","7.033.306","5,9%","757.561","16.706.113","4,5%","69.691","3.310.299","2,1%","832","949.049","0,1%","3.020.450","40.129.822","7,5%","2021-04-07T22:00:00.000Z"
"Total España","1.437.493","2.834.024","50,7%","117.728","5.336.986","3,0%","268.025","5,0%","417.939","7.033.306","5,9%","760.041","16.706.113","4,5%","70.029","3.310.299","2,1%","854","949.049","0,1%","3.072.109","40.129.822","7,7%","2021-04-08T22:00:00.000Z"
"Total España","1.465.424","2.834.024","51,7%","119.680","5.336.986","3,0%","269.765","5,1%","419.479","7.033.306","6,0%","762.772","16.706.113","4,6%","70.431","3.310.299","2,1%","886","949.049","0,1%","3.108.437","40.129.822","7,7%","2021-04-11T22:00:00.000Z"
"Total España","1.487.939","2.834.024","52,5%","120.529","5.336.986","3,0%","270.749","5,1%","420.576","7.033.306","6,0%","764.687","16.706.113","4,6%","70.719","3.310.299","2,1%","892","949.049","0,1%","3.136.091","40.129.822","7,8%","2021-04-12T22:00:00.000Z"
"Total España","1.529.585","2.834.024","54,0%","121.810","5.336.986","3,1%","272.238","5,1%","422.150","7.033.306","6,0%","767.121","16.706.113","4,6%","71.380","3.310.299","2,2%","902","949.049","0,1%","3.185.186","40.129.822","7,9%","2021-04-13T22:00:00.000Z"
"Total España","1.589.032","2.834.024","56,1%","123.959","5.336.986","3,1%","273.923","5,1%","423.723","7.033.306","6,0%","770.107","16.706.113","4,6%","71.875","3.310.299","2,2%","918","949.049","0,1%","3.253.537","40.129.822","8,1%","2021-04-14T22:00:00.000Z"
"Total España","1.653.631","2.834.024","58,3%","126.955","5.336.986","3,2%","275.822","5,2%","425.512","7.033.306","6,0%","773.401","16.706.113","4,6%","72.444","3.310.299","2,2%","936","949.049","0,1%","3.328.701","40.129.822","8,3%","2021-04-15T22:00:00.000Z"
"Total España","1.724.844","2.834.024","60,9%","130.453","5.336.986","3,3%","277.869","5,2%","427.421","7.033.306","6,1%","777.246","16.706.113","4,7%","73.125","3.310.299","2,2%","956","949.049","0,1%","3.411.914","40.129.822","8,5%","2021-04-18T22:00:00.000Z"
"Total España","1.760.633","2.834.024","62,1%","132.056","5.336.986","3,3%","278.772","5,2%","428.184","7.033.306","6,1%","778.254","16.706.113","4,7%","73.256","3.310.299","2,2%","964","949.049","0,1%","3.452.119","40.129.822","8,6%","2021-04-19T22:00:00.000Z"
"Total España","1.905.062","2.834.024","67,2%","139.684","5.336.986","3,5%","280.952","5,3%","429.902","7.033.306","6,1%","781.291","16.706.113","4,7%","73.712","3.310.299","2,2%","1.003","949.049","0,1%","3.611.606","40.129.822","9,0%","2021-04-20T22:00:00.000Z"
"Total España","2.042.726","2.834.024","72,1%","151.221","5.336.986","3,8%","283.265","5,3%","431.607","7.033.306","6,1%","784.050","16.706.113","4,7%","74.124","3.310.299","2,2%","1.022","949.049","0,1%","3.768.015","40.129.822","9,4%","2021-04-21T22:00:00.000Z"
"Total España","2.122.790","2.834.024","74,9%","160.777","5.336.986","4,1%","285.011","5,3%","432.882","7.033.306","6,2%","785.915","16.706.113","4,7%","74.379","3.310.299","2,2%","1.035","949.049","0,1%","3.862.789","40.129.822","9,6%","2021-04-22T22:00:00.000Z"
"Total España","2.165.825","2.834.024","76,4%","194.474","5.336.986","4,9%","289.255","5,4%","434.125","7.033.306","6,2%","788.034","16.706.113","4,7%","74.705","3.310.299","2,3%","1.047","949.049","0,1%","3.947.465","40.129.822","9,8%","2021-04-25T22:00:00.000Z"
"Total España","2.205.300","2.834.024","77,8%","223.677","5.336.986","5,6%","291.077","5,5%","435.222","7.033.306","6,2%","789.578","16.706.113","4,7%","75.022","3.310.299","2,3%","1.069","949.049","0,1%","4.020.945","40.129.822","10,0%","2021-04-26T22:00:00.000Z"
"Total España","2.283.059","2.834.024","80,6%","285.391","5.336.986","7,2%","293.591","5,5%","436.655","7.033.306","6,2%","791.571","16.706.113","4,7%","75.388","3.310.299","2,3%","1.103","949.049","0,1%","4.166.758","40.129.822","10,4%","2021-04-27T22:00:00.000Z"
"Total España","2.405.510","2.834.024","84,9%","398.100","5.336.986","10,1%","300.508","5,6%","438.485","7.033.306","6,2%","794.246","16.706.113","4,8%","75.800","3.310.299","2,3%","1.135","949.049","0,1%","4.413.784","40.129.822","11,0%","2021-04-28T22:00:00.000Z"
"Total España","2.488.879","2.834.024","87,8%","521.105","5.336.986","13,2%","303.324","5,7%","440.112","7.033.306","6,3%","798.828","16.706.113","4,8%","76.631","3.310.299","2,3%","1.151","949.049","0,1%","4.630.030","40.129.822","11,5%","2021-04-29T22:00:00.000Z"
"Total España","2.631.494","2.834.024","92,9%","818.856","5.336.986","20,7%","336.720","6,3%","443.037","7.033.306","6,3%","804.500","16.706.113","4,8%","77.764","3.310.299","2,3%","1.227","949.049","0,1%","5.113.598","40.129.822","12,7%","2021-05-02T22:00:00.000Z"
"Total España","2.644.306","2.834.024","93,3%","884.919","5.336.986","22,3%","342.771","6,4%","444.093","7.033.306","6,3%","806.945","16.706.113","4,8%","78.024","3.310.299","2,4%","1.239","949.049","0,1%","5.202.297","40.129.822","13,0%","2021-05-03T22:00:00.000Z"
"Total España","2.676.560","2.834.024","94,4%","1.033.503","5.336.986","26,1%","349.538","6,5%","445.517","7.033.306","6,3%","809.578","16.706.113","4,8%","78.364","3.310.299","2,4%","1.255","949.049","0,1%","5.394.315","40.129.822","13,4%","2021-05-04T22:00:00.000Z"
"Total España","2.709.478","2.834.024","95,6%","1.289.765","5.336.986","32,6%","354.958","6,7%","448.213","7.033.306","6,4%","814.148","16.706.113","4,9%","78.979","3.310.299","2,4%","1.286","949.049","0,1%","5.696.827","40.129.822","14,2%","2021-05-05T22:00:00.000Z"
"Total España","2.733.112","2.834.024","96,4%","1.511.155","5.336.986","38,2%","361.601","6,8%","451.102","7.033.306","6,4%","818.615","16.706.113","4,9%","79.553","3.310.299","2,4%","1.313","949.049","0,1%","5.956.451","40.129.822","14,8%","2021-05-06T22:00:00.000Z"
"Total España","2.755.213","2.834.024","97,2%","1.733.008","5.336.986","43,8%","370.871","6,9%","455.851","7.033.306","6,5%","824.888","16.706.113","4,9%","80.302","3.310.299","2,4%","1.343","949.049","0,1%","6.221.476","40.129.822","15,5%","2021-05-09T22:00:00.000Z"
"Total España","2.763.372","2.834.024","97,5%","1.820.186","5.336.986","46,0%","374.250","7,0%","458.849","7.033.306","6,5%","828.725","16.706.113","5,0%","80.704","3.310.299","2,4%","1.361","949.049","0,1%","6.327.447","40.129.822","15,8%","2021-05-10T22:00:00.000Z"
"Total España","2.773.454","2.834.024","97,9%","1.971.950","5.336.986","49,8%","379.433","7,1%","462.131","7.033.306","6,6%","833.395","16.706.113","5,0%","81.233","3.310.299","2,5%","1.382","949.049","0,1%","6.502.978","40.129.822","16,2%","2021-05-11T22:00:00.000Z"
"Total España","2.782.028","2.834.024","98,2%","2.162.567","5.336.986","54,6%","383.686","7,2%","465.982","7.033.306","6,6%","838.677","16.706.113","5,0%","81.791","3.310.299","2,5%","1.425","949.049","0,2%","6.716.156","40.129.822","16,7%","2021-05-12T22:00:00.000Z"
"Total España","2.790.859","2.834.024","98,5%","2.365.970","5.336.986","59,7%","390.832","7,3%","472.791","7.033.306","6,7%","845.244","16.706.113","5,1%","82.413","3.310.299","2,5%","1.459","949.049","0,2%","6.949.568","40.129.822","17,3%","2021-05-13T22:00:00.000Z"
"Total España","2.801.117","2.834.024","98,8%","2.575.169","5.336.986","65,0%","405.381","7,6%","489.314","7.033.306","7,0%","857.594","16.706.113","5,1%","83.626","3.310.299","2,5%","1.515","949.049","0,2%","7.213.716","40.129.822","18,0%","2021-05-16T22:00:00.000Z"
"Total España","2.804.284","2.834.024","99,0%","2.657.674","5.336.986","67,1%","412.341","7,7%","501.217","7.033.306","7,1%","862.311","16.706.113","5,2%","84.070","3.310.299","2,5%","1.529","949.049","0,2%","7.323.426","40.129.822","18,2%","2021-05-17T22:00:00.000Z"
"Total España","2.808.623","2.834.024","99,1%","2.775.192","5.336.986","70,1%","423.826","7,9%","507.318","7.033.306","7,2%","867.994","16.706.113","5,2%","84.655","3.310.299","2,6%","1.565","949.049","0,2%","7.469.173","40.129.822","18,6%","2021-05-18T22:00:00.000Z"
